rating,title,text,helpful_vote,verified_purchase,timestamp,asin,parent_asin
3.0,The clips vary...,These are very cute but they are quite small and the quality of the clips varies quite a bit.,0,True,1452648690000,B00PA7VMD2,B00PA7VMD2
5.0,Beautiful palette- very pleased,Beautiful palette- very pleased! I got one as a gift and one for myself. Great range of both fun and neutral colors. Its a keeper!,1,True,1452647102000,B00V6R3R3S,B00V6R3R3S
1.0,VERY LIGHT COVERAGE.,"I returned this item because it had terrible coverage, similar to using a skin tone primer. The consistency is high in dimethicone/silicone ingredients and very low on pigment.<br /><br />Save your money and buy Kryolan brand makeup instead. Their heaviest coverage covers tattoos and bruises which is exactly what I was looking for.",0,True,1672787634561,B014PVXY5W,B014PVXY5W
5.0,My favorite colored-hair shampoo and conditioner!!!,The scent is fresh like apples and the lather is nice without being stripping to the hair. The conditioner replenishes whatever the shampoo removes and did I say I love the scent?? ☺️ Good sizes for the price....,4,True,1671844437231,B00C5AHTAC,B00C5AHTAC
5.0,PSA TO ALL CRAVING DIRT: CHECK YOUR IRON LEVELS!!!!!!!,"I used to work for Sephora. This definitely smells like fresh soil. We never understood why people actually bought it. Decades later, I found out those with anemia and iron deficiency have cravings to eat or smell dirt. They also get cravings to eat ice. Severe anxiety is another symptom and if you drink a lot of caffeine, you are probably low. Please see a hematologist to get your iron ferritin checked, asap.",1,False,1593933889664,B000XE8XO8,B000XE8XO8
5.0,Great size and quantity!,"With 3 girls, we go through a LOT of hair ties! These are wonderful and there are a ton of them!! They fit around my pointer finger… about 1”.",1,True,1637522137428,B0871SY95M,B0871SN6V5
5.0,Five Stars,super useful,0,True,1456772214000,B010TWN80W,B010TWN80W
3.0,Doesn't work for THICK hair,I have thick hair and have to use 3 of these to keep my hair up. My hair is about to my collar bone and if it was longer might be easier to keep up. I thought these were great the first time I tried but then my hair kept falling down so I had to keep adding more clips to keep my hair up. I will probably just end up purchasing a more expensive higher quality French twist comb for my thick hair. Oh also the prongs after a few uses are already bending and coming out of shape. Not a horrible comb but not that good either.,0,True,1408993548000,B000VT54QA,B000VT54QA
5.0,good,cetaphil is like the best lotion on planet earth.  enough said.  it sjust plain legit.  super good for sensitive skin,1,True,1384912580000,B001ET76EY,B0C43HKQMM
5.0,good,great product.  doesn't get to funky.  I dig it.  can sleep in it for a day or 2 no problem,0,True,1384912377000,B000WZHGQ4,B00D5ZL83U
5.0,Great purchase! Loved this product! Will never go back to disposable razors again! A++++,Bought this for my man & he LOVES it! He said he will never go back to disposable razors again! He said there was no learning curve at all switching from disposable to safety razors! Well worth it!,0,True,1504010693432,B019QLSRT4,B083BSDV9F
3.0,Three Stars,Not as easy to apply as liquid eyeliner.,0,True,1485870262000,B00YQJHRA2,B00YQJHRA2
5.0,Five Stars,Been using this product for years & I love it!,1,True,1445968681000,B0009ET6CA,B00A2F06Z2
5.0,What a nice scrub this is.,Smells so good but light too. The scrub is effective and the product rinses well. You will need moisturizer afterward. I live in AZ so I'm always dry.,0,True,1588687504456,B07L1DVWT9,B0B77ZL2YP
5.0,This stuff is a luxurious vacation in a bottle.,"It smells heavenly but not overwhelming at all. My hair is so soft, I didn't need conditioner. Bets stuff for a fraction of what some cost. Worth every penny  IMO. Try it.",2,True,1588615673460,B006BLON64,B0BHP2ZS4G
3.0,this smells weird,I love this brand of sugar scrub but this is the first time I tried the lemon and its weird. it also was shipped and left out in the heat causing the package to leak so maybe that was the issue.,0,True,1558395642698,B00IO334BW,B076QM1F18
5.0,Five Stars,ahhhhhhh!,0,True,1486320563000,B017JERQ10,B09GWDFV6V
5.0,Put it up off my neck!,I used these from the age of 16. Waist length hair and TX heat made me a way to get it off my neck. Wrapping up the hair around my hand and start pinning up. Holds tightly all day long.,0,True,1659124668528,B003JN5ZEG,B084T71BJ5
5.0,Great sunscreen.,Great sunscreen with minimal smell. If you spray slowly you'll see some white from the minerals but it rubs in easily. Much faster than lotion. Sprays at any angle. I put it on every morning.,0,True,1597804385775,B084R18M8L,B084R18M8L
5.0,Nice lotion!,Very rich and moisturizing. There is a slight odor but it dissipates quickly. I kept two and gave one as a gift.,0,True,1549383515613,B003U7EGW8,B091GPF7YS
5.0,"Nice, inexpensive nude pallet.","I bought this to create work appropriate looks, and it works well for that. I think it would be a better palate if it included a darker shade, however. Good mix of matte and shimmer shades. It's much less expensive ($5?) on amazon than at CVS.",3,True,1481817706000,B00TQEZAHO,B00TQEZAHO
5.0,Great for thick heavy hair.,"These clips are fantastic! One clip will hold my slippery, heavy hair up all day! Not for thin hair.",0,True,1481817544000,B00BLPXAO6,B00BLPXAO6
5.0,great sunscreen stick,"I bought this to protect my tattoo from the sun and I think it's going to do a great job. The stick is easy to apply, feels nice against my skin, and even smells nice. Zinc oxide is the way to go when you want strong uv protection.",0,True,1361240829000,B003V11QJO,B003V11QJO
5.0,Great Brand of Zinc Oxide Sunscreens,This sunscreen is fantastic. A lot of zinc oxide sunscreens are greasy or chalky but this has a great consistency - it's thick and rubs in well. I prefer not to use chemical sunscreens because they don't block the full UV spectrum.,0,True,1361240647000,B0019MT7SY,B0019MT7SY
5.0,Smells wonderful,AND anti bacterial too!,0,True,1630262037083,B08L6RVBNH,B0BXD66QQS
5.0,very cute,"delivery, not good. But the product is very nice. I would buy again!",0,True,1606582039895,B07ZK64XZJ,B09GKGLFX6
5.0,great feeling,This facial scrub is wonderful.  Makes my skin feel great.,0,True,1565562562808,B007DGRT3K,B07K8WS2BN
5.0,Wondeful color,Love the product!!!!,0,True,1563732209627,B00BKH9HRE,B0BJLPRXZ6
1.0,Not what was advertised,Not what was advertised,0,True,1662231155722,B09YM8SCVJ,B09YM8SCVJ
1.0,Synthetic feeling,Tangled really bad,0,True,1643393583945,B096XGN8DF,B096XGN8DF
1.0,Don't buy,Broke super easy,0,True,1617128618900,B08B4TFZ88,B093JXTTH7
3.0,C+,Smaller then exspected,0,True,1609322541792,B07Z94PYPB,B08GKV5J6C
5.0,A+,Excellent brush set,1,True,1609322424771,B08CB7PKNX,B08CB76JGP
5.0,A+,Excellent brush set,0,True,1609322394420,B085PTJJS6,B085PTJJS6
5.0,A+,Excellent,0,True,1608426146024,B07YTPBPJT,B081RW1PLY
5.0,Love it,My favorite oil,0,True,1606084291571,B005PR1W0U,B0B8BVFJ6D
4.0,"Great Deodorant, but leaves an oily stain on your clothes over time.","Great deodorant, but leaves an oily stain on your clothing overtime.",0,True,1630165281860,B082M1HVPD,B07SPY1GJG
2.0,Overpriced.,Does not help my neck.,0,True,1630165089593,B00Q6SALWC,B0BGNLBF8W
1.0,Did not work for me,"For such an expensive product, I expected to see some results. There was no difference in my skin.",7,True,1630164951239,B0843HG7JQ,B0C7RZF6MR
5.0,Great product,Easy to apply. Worked within a few hours (2). Great product.,0,True,1603299479129,B00L2PB3BW,B07MG7X771
5.0,Great cleanser!,Removes makeup and dirt like magic.,0,True,1560014237021,B01MQ495N0,B09JN3S1X9
5.0,Great brush,Works well on all types of hair. Fits in purse.,0,True,1560013888506,B01IMYFH8K,B0BXGSVGFY
5.0,Great undershirt,Nice  breathable material,0,True,1560013606036,B075TNKVRQ,B0BT6L1M7N
5.0,Great brows,Last all day,0,True,1560013407595,B07GXC7TYQ,B07HFKYDT5
5.0,This works GREAT! Covers gray with a natural look,This works GREAT!  Covers gray with a natural look. Washes out easily.,0,True,1432341383000,B00GH4ZDRI,B00GH4ZDRI
4.0,Worth it,"I was really surprised by how well this covers. The applicator is really handy, it also comes with a travel case. Overall I was satisfied especially at this price point",0,True,1573911208946,B07VKNL96P,B07VM789XJ
1.0,Very cheaply made,Not what I was looking for at all. Not study by any means,0,True,1668477748322,B079G2WSK9,B0BKRMXYZ8
2.0,Not kinky hair,Very silky and not human kinky hair. Will not work for my class. But my fault for not reading more about it before being excited and just buying.,2,True,1668477668748,B077DBY6XZ,B0BLC1VNTB
5.0,Good quality,"On time, good quality,  just what I was looking for.",0,True,1653170428151,B077D74NQD,B07G728JLV
4.0,I really love this bag except putting my 15ml bottles does not ...,I really love this bag except putting my 15ml bottles does not allow me to be able to use the zipper pouch at the top :( but it is too cute and I am happy either way thank you,1,True,1518124475858,B01M3XOYOG,B01M3XOYOG
4.0,Great and lots of choices on lashes easy,The magnetic eyeliner and eyelashes kit was actually a great choice for me first time using magnetic. These lashes were very easy to apply. I gave adhesion 4 stars but that might have been the way I applied eyeliner?? They did stay put except for a little on end so probably me. I love the fact you have choices and easy to remove makeup remover or baby oil. I highly recommend especially if never tried great price.,0,False,1656042203353,B08C4X9T2D,B0C777X1L4
5.0,DOES THE JOB SMELLS GREAT,"Dove antiperspirant mens spray is my husbands new favorite. This does the job all around smell,sweat,and long lasting. The price and deal cant beat last awhile. I would highly recommend",0,True,1624330587914,B0164DUUV0,B01I9TL9O4
3.0,Long hair pulls it all out,This brush detangles by pulling out your hair I will gladly send back for a refund no good for long hair,0,True,1613589468189,B088NLT2MX,B0C281DJP5
5.0,Aveeno they know what they are doing no more dry skin,Aveeno really knows how to  Moisturize! Their was not one thing in the Sam box I did not love. I believe the prices are right on point and so worth it! I get dry skin in winter and this makes your skin so so smooth the body yogurt love. The sheer hydration lotion on hands not greasy so so soft. I am going to be buying all of these. Totally recommend to anyone with dry skin.,1,True,1520542530769,B01BZV6VVY,B01BZV6VVY
5.0,A MUST BUY CONDITIONER FOR DAMAGED HAIR,"I have used the shampoo from maple Holistics and WOW use the conditioner them both together OH YES ! I have damaged hair and this left my looking,smelling,and feeling AMAZING. I most definitely will continue to invest in this shampoo and conditioner and they make other products. Argan oil knows what they are doing !",0,False,1505870061570,B00SG3BJ7G,B0BGQ83813
4.0,Good deodorant for gel,I love secret deodorant but not fond of gel. I won't be purchasing the gel again. I just don't like the feeling. It does the job to those who do like the gel. The price is right.,0,True,1499279989160,B002UFQHKK,B002UFQHKK
5.0,AMAZING!!!!,These socks are utterly amazing!!! My feet were very dry and had lots of cracks that even my pedicure lady couldn’t eliminate with all her tools. I use these as soon as I get out of the shower. I lather my heels in a good healing lotion and wear them for the full 60 minutes. It’s been about 5 weeks and my cracks are almost fully healed and even my pedicurist was shocked! DO NOT HESITATE TO BUY!!,0,True,1662655373047,B0895RXX3P,B0BMGDDQGR
4.0,Very nice!,"This is very nice and sturdy. The only reason I gave it 4 stars instead of 5 is the design is a bit flawed. The top tier should be higher to accommodate perfumes on the bottom. I have all the space under the top shelf that I can’t use because my bottles are too tall. Otherwise, very nice.",0,True,1632177664091,B08HSNBW2Z,B08TRBZCSK
1.0,"This is not the real face cream, after using ...","This is not the real face cream, after using it for 6 weeks I saw 0 results so I went to the store and bought a new one and what a difference in texture, smell, and results..... buyer beware!!!!!!!!!!!!",1,True,1530287833127,B0000536P4,B0000536P4
1.0,One Star,"This is not the real face wash, buyer beware...!!!!!!!!!",1,True,1530287830974,B01LTI0920,B01LTI0920
2.0,Didn't get all my order.,I would have like to got all the order. Any way that can happen. I love the set that was ordered.  Thanks,0,True,1660505246530,B09SYRP5TT,B09SYRP5TT
5.0,That the color was right.,It is very closes to my coloer. So yes get one.,0,True,1621622783572,B07QGHWDHD,B0828MHNBP
5.0,Nice bun,It fast way to put your hair up.,0,True,1582678377484,B07NSSF8L5,B07NSSF8L5
5.0,Nice to give as a gift,Very easy to use and they come in different colors.,0,True,1580784210547,B07QF551KH,B07D7T9CM1
2.0,Feeling sick! Even after taking precautions,"The results are absolutely amazing but I feel sick after using this even though I took precautions. I wore gloves, had 3 windows open and 2 fans blowing fumes away. I also wore a face mask but then switched to swim goggles after the fumes started burning my eyes even before I started blow drying.  Pretty results but this stuff is incredibly noxious. I probably wont use it again for a long time.",1,True,1630945353839,B00VB8MJCW,B00VB8MJCW
5.0,So many scrunchies so little time!,So many different colors and patters. These have a really nice stretch to them. Perfect for pulling Natural Black 4C hair into a ponytail. I can't believe how good the quality is compared to the price. I think I'll be ordering some more soon!,0,True,1580661085628,B07Y9MW14Q,B07Y9MW14Q
5.0,Love them. These headbands are beautiful and best of ...,"Love them.  These headbands are beautiful and best of all they are firm and won't slide off when I move and bend.  They are not tight enough to cause pain, they are just right.  I'm very happy with my purchase.",0,True,1508276449134,B01N7G2S21,B01N7G2S21
5.0,Hair Free for Me,"This cream is amazing!  In just 8 short minutes this cream completely dissolved all the hair on my face!  I just slather it on the hairy areas under my cheeks and upper lip, wait and wipe.  So easy and my face is so smooth and hair free.  I LOVE this cream and will always use it.",0,False,1476717370000,B009XYOJ4W,B009XYOJ4W
4.0,This is good and I like it,This is good and I like it.  It is a shaver.  I shaved the hair off my face so that was my goal.  It doesn't hurt at all.,2,True,1449001121000,B00PSKTVO8,B00PSKTVO8
5.0,I enjoy my headbands,"I enjoy my headbands.  They fit snugly against my head and are sturdy.  I don't like flimsy headbands so these were perfect and they're pretty, too!",0,True,1439476229000,B007OT1QMQ,B007OT1QMQ
5.0,excellent product,"Great product, arrived quickly and was glad I ordered it, came with a lot of extras that would come in handy later.",0,True,1657147706273,B09DFW1KQS,B09S3GNY77
5.0,Best at home Dip Kit!!!!,I have been doing my nails with the dip for over a year.  This is the best kit out there and the price is right!!!!,0,True,1588452640000,B07MPFBWBK,B07MPFBWBK
4.0,Works well,"This is a nice product, works well without hardening up one's hair so the hair remains soft to the touch.  It's easy to use, has a pleasant smell.  I only gave 4 stars because I still miss Frieda Sea Salt Spray which they don't make anymore.  However, this is my new go to so if you have to have an alternative, this would be it.",0,False,1497461122261,B006L6A9NK,B06X17B65N
5.0,Will buy again and again,"This product is great for the skin.  I have dryness on my legs and within a day or two my legs were smooth as can be.  I use it right after a shower.  I also really like that it comes with a pump so it's not messy to use.  It smells good too, very light scent.",0,False,1497460945175,B00RTUGR7E,B08S41PJCM
5.0,Always great,"Love this product.  Purchased it for friends and family, especially my father likes it as he is a diabetic and the products really help his skin.",0,True,1387720875000,B004EDYQX6,B0BSMNT4YC
5.0,Great purchase,I love that I can rinse it clean and hang in my shower to dry.,0,True,1673987003458,B07P9PKVHY,B09KY9D1H1
5.0,I love the honey flavor because it's not over powering and ...,"Totally worth the money, I love the honey flavor because it's not over powering and too artificial like other balms.",0,True,1429587172000,B000C666GO,B000C666GO
5.0,Five Stars,"I love using this so much, it's good for anything and totally worth the money spent on it.",0,True,1429586997000,B00HMDX1IQ,B09B1FNKPR
5.0,Soft on hair,I like the softnesses of these hair ties. I have fine hair and they do not break my hair like others.<br />I would love to see them in brighter colors.,0,True,1637873008198,B082R4ZBHT,B08F23RCY4
5.0,Lots of space for products,"This was just what I needed for my bath and beauty products.  The handle is kinda funky, but my bathroom counter looks so much better now.",0,True,1621455363986,B08F7NYXTN,B08F7NYXTN
5.0,... night my feet are so smooth I would highly recommend it!,This worked after the first night my feet are so smooth I would highly recommend it!,0,True,1497490610666,B00VQJMLUG,B00VQJMLUG
5.0,"Very opalescent, pretty color",This is a very sheer polish. I have a base coat and two coats of polish on.,0,True,1599783970333,B01HOSQFDG,B0B799R9XP
5.0,Five Stars,wife likes it!,0,True,1524767825260,B003IQLLRO,B003IQLLRO
5.0,Five Stars,great!,0,True,1524767742975,B06XWTKRJX,B07QMGQCTJ
5.0,Five Stars,loved it.,1,True,1524767255656,B01IAECEF6,B000HZYGBW
5.0,Great product.  Works exactly as described.,Works great.  No issues with it at all.  Bought one for a friend of mine.,0,True,1646224362089,B081CLSKQX,B081CLSKQX
4.0,"Decent product, can't stand the scent","It's decent, but for Aveeno, disappointed in scent.",0,True,1655989825883,B07HMP3CYT,B07HMP3CYT
2.0,"For an Aveeno product, disappointed","The smell, scent of this product is cheap and overpowering. Totally disappointed given brand name. Will never buy this again. Conditioner does give softness, but leaves an obvious film. Not great for sensitive scalps. Itchiness and almost greasy within a day.",3,True,1653565625394,B07TNXFVWS,B07TNXFVWS
3.0,Darker & redder than expected,"Box bottles are very similar in the use and design. Let's say it's just a bit darker and more red undertones than expected. Grey's visible in a month, and previous bleach regions (over a year old) could be seen. Poor consistent saturation of color.",1,True,1607973766356,B0185LC8YG,B0C2C5V3XH
4.0,Shipment preparation needs quality control!,Bottle tops were not taped shut and so product leaked from containers into the outside packaging. Poor preparation for shipment. Previous shipment of this product was securely taped without leakage.,0,True,1590965693506,B00QAZ16DO,B00QAZ16DO
1.0,One Star,This greasy makeup is not worth the money.,1,True,1523438513104,B01ACPZ2HI,B08JTSVHBC
5.0,Lightweight & fair sized,"Works. Has a hole at the top so it can be hung up with anything, not just the little hook provided.",0,True,1515883186314,B004VFXVJW,B07C6Z2XLW
1.0,"Large and full, BUT they are not well made.","Nice loofahs! Will recommend!.....UPDATE, these are falling apart by second use. Don't bother.",0,True,1515881961071,B015IHD0LK,B015IHD0LK
1.0,Broke after one month of light use. Just outside of the return window 😒,Broke after one month of light use. This is just days outside of the return window. I haven’t used it the full month because it took me a while to open it up and try it. Disappointing.,2,True,1667002894153,B07ZHZ4WVV,B0BDJ2M2HC
4.0,It’s nice,"I really like this lipstick. It is not overpowering, more of a nice subtle coloring for your lips. I have a light skin tone - freckle nose reddish hair type of skin color and the berry smoothie works well for me.",2,True,1594124969716,B006GQTZ8A,B01NH0GYC1
5.0,"Great price, works well",i think these work really well.,0,True,1481251902000,B0000532A2,B0000532A2
3.0,so so,Definitely not the color I expected w the purple. Still pretty though.,0,True,1459174010000,B000JRC42Q,B07NX1QBRY
5.0,Love,i LOVe this. I poked a hole in the plastic so it didn't come out too fast. I have not had any issues w glitter all over my face like some have said.,0,True,1454803603000,B001I4YQH0,B00X3OKQ22
5.0,Love,I love this eyeshadow. It's the only kind I ever want to use again!,0,True,1438554712000,B005EII2R6,B086TTDM88
1.0,Too big,Items are to large,0,True,1641591212360,B08P58PK9S,B09ZQDWNBW
5.0,Five Stars,Does what is supposed to,0,True,1534096381355,B000I20Q72,B08QC4RD9P
5.0,Five Stars,It’s sunscreen,0,True,1534096289069,B01KLGR9II,B01KLGR9II
5.0,Nose hair trimmer,The nose hair trimmer has attachments to use as a hair groomer also. Works great.,0,True,1677845864919,B003ZW9LOQ,B003ZW9LOQ
5.0,Chanel - Gentle Eye Make Up Remover,I bought the Chanel - Gentle Eye Make Up Remover and it works great. Not greasy & actually removes my waterproof mascara & eyeliner easily. No raccoon eyes. Just make sure you shake it to mix before each use,0,True,1672810972059,B00BNAR7XO,B00BNAR7XO
5.0,Clinique All About Clean 2-in-1 Cleansing exfoliator,"Clinique All About Clean 2-in-1 Cleansing Exfoliator. It makes your face feel extra clean and smooth. The exfoliators are wonderful at refreshing dry, dull skin",1,True,1671288550526,B094RDG1JH,B0B8QXHJX4
5.0,Straight Edge Razor Blades Disposable,Lamoutor 100Pcs Single Edge Razor Blade Steel Industrial Disposable Straight Edge,0,True,1670034584165,B08GHCX6PT,B08GHCX6PT
5.0,Arishine Magnetic Eyeliner,"The Arishine Magnetic Eyeliner is waterproof and smudge resistant. It actually stays on, unlike some eyeliners which come off the second your eyes water or something. It goes on smoothly &  it holds the eyelashes on nice and secure. It does all this at a fraction of the price I was paying from the eyelash companies. I will definitely be buying this again",0,True,1666451595407,B084C56JBK,B084C56JBK
5.0,Red lip tint,"Bright red lip tint stays on lips all day. Feels like velvet on the lips. Smudges a little bit, but after really, really dry, it stays put.",0,True,1663263802803,B096366R6M,B0BSPDF7T4
4.0,Lip plumper,"Doesn’t plump lips as much as expected, but does plump lips a bit and makes a great gloss.",0,True,1663262991971,B09YKQC5D7,B09YKQC5D7
5.0,Long wearing lipstick,Love it!,0,True,1620265027815,B00HCZU164,B00HCZU164
5.0,Hard Worker's Choice,When in construction in South Florida ClubMan helps alleviate the inevitable chafing.  My husband has tried others but ALWAYS goes back to Pinaud.  Also the 3 pack is a great price.  shipping was faster than projected.  GREAT DEAL ALL THE WAY AROUND.,0,True,1619117466127,B004E9HRNG,B004E9HRNG
5.0,Love it,Love this....it's cute and has plenty of room,0,True,1606246855487,B082X4DSPT,B082X4DSPT
5.0,Lovely metal case,I like the easy way I can use these. And because they are in a case they are easy to find.,0,True,1662145546535,B07Q8V11GC,B0BY8W8ZK4
5.0,Combs,The combs are for my 7 yr old great nephew. He is just growing his hair out. He loves the comb. It is very sturdy plastic.,0,True,1649337253501,B079VQY5RT,B079VQY5RT
5.0,Good,"Very light weight, easy to use, good item for the price",0,True,1588678324122,B07ZJJRJF9,B0C9PHSHL9
5.0,Great product,"Really like this product, very shiny and keeps nails strong.",0,True,1582476419334,B07Q14K8X8,B07Q14K8X8
5.0,Love!,All of tammy taylor products are awesome!,0,True,1565308969303,B00IA5SLE4,B00IA5SLE4
4.0,People find these butterfly barrettes fascinating…,They are fine,0,True,1676512744553,B09W2NRFH2,B0BZ8GXYRJ
5.0,Not much to learn…just two small hair clips doing what they were designed to do,"Nothing to dislike, the hair clips do what they were designed to do",0,True,1668064780064,B09TB3JPHL,B09TB6M4D9
4.0,Pretty butterfly hair clip,It’s as ordered,0,True,1662749949270,B092DRXSSF,B092DVJN87
3.0,Clips are pretty but need a longer clip to attach to hair..,My hair,0,True,1658345056574,B091SS7QPK,B09DYPZDQL
3.0,Too big,I like thee combs but they are. all too big and bulky,0,True,1573344480758,B07CN4CZJ6,B09BCJ1R3L
4.0,Handy for travelingp,It’s good but there isn’t very much of them for the price,0,True,1573343933031,B078ZFYRF9,B078ZFYRF9
1.0,Can’t open it,I DONT know if I would like this or not because neither I nor my husband could get it open!,0,False,1573343753545,B01N338LO1,B0BRLTBX1N
3.0,Won’t last the day,This removes bags under my eyes for a couple of hours but it’s much too expensive,0,True,1569529957051,B005FTXO22,B095FL23YS
3.0,Works okay and doesn’t make me break out,Not perfect but better than nothing during long dry summer days,0,True,1569529081038,B000R93I76,B000R93I76
4.0,"It works, I dilute it with water because it stings my scalp",It’s what I ordered,0,True,1561179962417,B00GYGNH86,B0B7KW49DF
4.0,Leaves my face clean and ready for either makeup or face cream at night..,I like this liquid face soap works just fine and I’ve been using it for years.,0,False,1538879406390,B0727VKDVW,B0727VKDVW
4.0,Great but too expensive,I’ve always liked everything about this soap except the hefty price...,0,True,1533585013903,B004RRGXKI,B004RRGXKI
3.0,Easy to use eyeliner but....,"This is a good product but it doesn't last very long, making it quite expensive..",0,True,1454600993000,B006UET4XE,B07ZKJTQNF
4.0,Excellent product,I've been using this for years and I love it.  I think it makes me look younger and rested.,0,True,1453309394000,B008V8PKK8,B008V8PKK8
4.0,Good makeup brushes,I have never ordered special makeup brushes before so I dont know how to compare them to the rest.  I am happy enough with them and they were inexpensive.,0,True,1453308596000,B00KOW827M,B00KOW827M
4.0,Great hair color,Great color and great product for an 80 year old,1,True,1442178367000,B00006JN4L,B0C2C5V3XH
3.0,Handle carefully,"My old thinning shears only cut about one out of 100 hairs so I assumed this one would too but I was wrong. They cut a huge chunk of my hair  right on the front side where it is very noticeable. I'll be more careful now, but the damage is done until my hair grows out again...watch out, the shears are more like regular shears. Other than that, both shears are of good quality and I'm happy to have them.",0,True,1441727451000,B00KVYW1HA,B09WJFPZMD
5.0,"Good value, good quality",Product is the quality I expected and the value is very good.,0,True,1672624323421,B0949C1YML,B0B6CD8HHJ
5.0,Great deal great quality,Better than expected,0,True,1663372360671,B07L64SWDR,B0B867N2Y6
5.0,Works fast,"Amazing what this nose butter did for my bulldog's nose. She had crusty layers of dry dead skin and within 4 days of using the product 2 to 3 times a day, her nose is like when she was a puppy, soft, smooth and moist. I will always have this product on hand for her. I choose the unscented. I didn't think a scent would be an advantage and could be bothersome.",0,True,1572666664782,B01M9DSPJK,B07Y11DYJ1
